out,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU26662,k:Bacteria,,,,,,
OTU26660,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU26661,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Pontibacter,
OTU26664,k:Bacteria,p:Parcubacteria,,,,,
OTU26663,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU26666,k:Bacteria,p:Proteobacteria,,,,,
OTU26665,k:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:Ktedonobacterales,f:Ktedonobacteraceae,g:Ktedonobacter,
OTU26668,k:Bacteria,p:Cyanobacteria,,,,,
OTU26667,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,,
OTU26672,k:Bacteria,,,,,,
OTU26669,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:11-24,,
OTU26670,k:Bacteria,p:Saccharibacteria,,,,,
OTU26675,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26677,k:Bacteria,,,,,,
OTU26673,k:Bacteria,p:Proteobacteria,c:TA18,,,,
OTU26676,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU26679,k:Bacteria,p:Parcubacteria,,,,,
OTU26671,k:Bacteria,p:Firmicutes,c:OPB54,,,,
OTU26678,k:Bacteria,p:Acidobacteria,c:Holophagae,o:Subgroup_7,,,
OTU26674,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU26681,k:Bacteria,,,,,,
OTU26680,k:Bacteria,p:Candidate_division_OP3,,,,,
OTU26688,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26683,k:Bacteria,,,,,,
OTU26686,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26684,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:DA111,,
OTU26689,k:Bacteria,,,,,,
OTU26682,k:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Obscuribacterales,,,
OTU26685,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26687,k:Bacteria,,,,,,
OTU26690,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
OTU26692,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU26691,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU26695,k:Bacteria,p:Parcubacteria,,,,,
OTU26693,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:BD72BR169,,,
OTU26694,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Chlamydiales_Incertae_Sedis,g:Criblamydia,s:Criblamydia_sequanensis
OTU26697,k:Bacteria,,,,,,
OTU26696,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter,
OTU26698,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pir4_lineage,
OTU26699,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,,
OTU26700,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Leucobacter,
OTU26702,k:Bacteria,,,,,,
OTU26705,k:Bacteria,,,,,,
OTU26706,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,
OTU26701,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Holosporaceae,,
OTU26707,k:Bacteria,,,,,,
OTU26703,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XI,g:Sedimentibacter,
OTU26704,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG-014,
OTU26708,k:Bacteria,,,,,,
OTU26713,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26711,k:Bacteria,p:Parcubacteria,,,,,
OTU26716,k:Bacteria,,,,,,
OTU26709,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,,,
OTU26712,k:Bacteria,p:Verrucomicrobia,,,,,
OTU26717,k:Bacteria,,,,,,
OTU26715,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,,,,
OTU26710,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
OTU26714,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
OTU26718,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU26722,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU26720,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
OTU26723,k:Bacteria,p:Microgenomates,,,,,
OTU26719,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU26725,k:Bacteria,,,,,,
OTU26721,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Candidatus_Glomeribacter,
OTU26726,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26724,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:mle1-27,,
OTU26727,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobia_Incertae_Sedis,o:Unknown_Order,f:Unknown_Family,g:Candidatus_Methylacidiphilum,
OTU26732,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26733,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26728,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,
OTU26731,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26729,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU26734,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26730,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
OTU26735,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,f:Acidimicrobiaceae,,
OTU26738,k:Bacteria,p:TM6,,,,,
OTU26736,k:Bacteria,p:Hydrogenedentes,,,,,
OTU26737,k:Bacteria,p:Tenericutes,c:Mollicutes,,,,
OTU26741,k:Bacteria,p:Parcubacteria,,,,,
OTU26742,k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Asteroleplasma,
OTU26739,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU26744,k:Bacteria,,,,,,
OTU26743,k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Asteroleplasma,
OTU26740,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,,,
OTU26746,k:Bacteria,,,,,,
OTU26749,k:Bacteria,,,,,,
OTU26751,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26745,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Williamsia,s:Williamsia_sp._Es28
OTU26753,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26750,k:Bacteria,p:Hydrogenedentes,,,,,
OTU26748,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
OTU26752,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,,
OTU26747,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,,
OTU26755,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU26754,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU26757,k:Bacteria,p:Armatimonadetes,,,,,
OTU26758,k:Bacteria,p:Proteobacteria,,,,,
OTU26759,k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Rikenella,
OTU26756,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:[Eubacterium]_coprostanoligenes_group,
OTU26762,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG-014,
OTU26760,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiales_Incertae_Sedis,g:Agaricicola,s:alpha_proteobacterium_1153-i2a
OTU26763,k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF9,,,
OTU26765,k:Bacteria,p:Microgenomates,,,,,
OTU26764,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,,
OTU26761,k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF9,,,
OTU26766,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,,,,
OTU26767,k:Bacteria,,,,,,
OTU26768,k:Bacteria,p:Armatimonadetes,,,,,
OTU26769,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26772,k:Bacteria,,,,,,
OTU26771,k:Bacteria,,,,,,
OTU26773,k:Bacteria,p:Cyanobacteria,c:Chloroplast,,,,
OTU26770,k:Bacteria,p:Cyanobacteria,c:ML635J-21,,,,
OTU26776,k:Bacteria,p:Microgenomates,,,,,
OTU26775,k:Bacteria,,,,,,
OTU26774,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU26782,k:Bacteria,,,,,,
OTU26778,k:Bacteria,,,,,,
OTU26779,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU26780,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26777,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG-010,
OTU26781,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,
OTU26784,k:Bacteria,,,,,,
OTU26783,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
OTU26785,k:Bacteria,p:WCHB1-60,,,,,
OTU26790,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,g:Zymoseptoria_tritici,
OTU26789,k:Bacteria,,,,,,
OTU26791,k:Bacteria,,,,,,
OTU26786,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU26787,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:SM2D12,,
OTU26788,k:Bacteria,p:Saccharibacteria,,,,,
OTU26793,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26798,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26792,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU26796,k:Bacteria,,,,,,
OTU26800,k:Bacteria,,,,,,
OTU26797,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
OTU26794,k:Bacteria,p:Actinobacteria,c:MB-A2-108,,,,
OTU26795,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,,
OTU26803,k:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Thermoplasmatales,f:ASC21,,
OTU26799,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,,
OTU26801,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
OTU26805,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,,
OTU26802,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU26804,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG-013,
OTU26806,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
OTU26811,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU26807,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Sorangium,
OTU26808,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
OTU26813,k:Bacteria,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
OTU26810,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
OTU26816,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26809,k:Bacteria,,,,,,
OTU26812,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU26814,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Christensenellaceae,g:Christensenellaceae_R-7_group,
OTU26815,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Erythrobacteraceae,,
OTU26819,k:Bacteria,,,,,,
OTU26817,k:Bacteria,p:Spirochaetae,c:Spirochaetes,o:Spirochaetales,f:Spirochaetaceae,g:Treponema_2,
OTU26818,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
OTU26824,k:Bacteria,,,,,,
OTU26825,k:Bacteria,,,,,,
OTU26821,k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Asteroleplasma,
OTU26822,k:Bacteria,,,,,,
OTU26823,k:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:Coriobacteriales,f:Coriobacteriaceae,,
OTU26820,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Tyzzerella_3,
OTU26827,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,,,
OTU26826,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
OTU26829,k:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Chloroflexales,f:Chloroflexaceae,g:Chloronema,
OTU26828,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Candidatus_Soleaferrea,
OTU26833,k:Bacteria,,,,,,
OTU26830,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26832,k:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Chloroflexales,f:Roseiflexaceae,g:Roseiflexus,
OTU26834,k:Bacteria,,,,,,
OTU26831,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:RB41,,
OTU26835,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Lineage_IIa,,,
OTU26837,k:Bacteria,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
OTU26836,k:Bacteria,p:TM6,,,,,
OTU26840,k:Bacteria,,,,,,
OTU26838,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU26844,k:Bacteria,,,,,,
OTU26841,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU26839,k:Bacteria,p:Parcubacteria,,,,,
OTU26846,k:Bacteria,,,,,,
OTU26845,k:Bacteria,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
OTU26842,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
OTU26843,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU26849,k:Bacteria,p:TM6,,,,,
OTU26848,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
OTU26851,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiales_Incertae_Sedis,g:Candidatus_Captivus,
OTU26850,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:0319-6M6,,
OTU26847,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,,
OTU26852,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,,
OTU26854,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU26855,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,,,
OTU26853,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
OTU26856,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU26863,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26859,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
OTU26857,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU26864,k:Bacteria,,,,,,
OTU26860,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
OTU26861,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU26858,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiaceae,,
OTU26862,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU26867,k:Bacteria,p:Parcubacteria,,,,,
OTU26872,k:Bacteria,,,,,,
OTU26868,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,g:Nitrosomonas,
OTU26865,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU26869,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU26866,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Hot_Creek_32,,,
OTU26871,k:Bacteria,p:Microgenomates,,,,,
OTU26870,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
OTU26874,k:Bacteria,p:Parcubacteria,,,,,
OTU26873,k:Bacteria,p:Armatimonadetes,,,,,
OTU26875,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,,,
OTU26877,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales,f:Syntrophaceae,,
OTU26880,k:Bacteria,,,,,,
OTU26881,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU26878,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG-014,
OTU26876,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,
OTU26885,k:Bacteria,,,,,,
OTU26879,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae_[Subgroup_1],g:Terriglobus,s:Acidobacteria_bacterium_DRP-35
OTU26882,k:Bacteria,p:Cyanobacteria,c:Chloroplast,,,,
OTU26886,k:Bacteria,p:Parcubacteria,,,,,
OTU26883,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Candidatus_Soleaferrea,
OTU26888,k:Bacteria,,,,,,
OTU26889,k:Bacteria,,,,,,
OTU26884,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_5,,,
OTU26887,k:Bacteria,p:Cyanobacteria,c:Chloroplast,o:Coccomyxa_sp._SAG_2325,,,
OTU26890,k:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Chloroflexales,f:FFCH7168,,
OTU26894,k:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Thermoplasmatales,f:Marine_Group_II,,
OTU26893,k:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,,
OTU26892,k:Bacteria,p:Cyanobacteria,c:Chloroplast,,,,
OTU26891,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Candidatus_Soleaferrea,
OTU26895,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU26900,k:Bacteria,,,,,,
OTU26901,k:Bacteria,,,,,,
OTU26899,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU26897,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU26896,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,,
OTU26898,k:Bacteria,p:Parcubacteria,,,,,
OTU26905,k:Bacteria,,,,,,
OTU26904,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptococcaceae,,
OTU26902,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Anaerotruncus,
OTU26903,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiaceae,,
OTU26906,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Peredibacter,
OTU26907,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU26908,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,
OTU26910,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU26909,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU26911,k:Bacteria,,,,,,
OTU26917,k:Bacteria,p:TM6,,,,,
OTU26912,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter,
OTU26913,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,,
OTU26915,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,,,
OTU26916,k:Bacteria,,,,,,
OTU26919,k:Bacteria,,,,,,
OTU26914,k:Bacteria,p:Firmicutes,c:OPB54,,,,
OTU26918,k:Bacteria,p:Planctomycetes,c:vadinHA49,,,,
OTU26923,k:Bacteria,,,,,,
OTU26921,k:Bacteria,p:Gracilibacteria,,,,,
OTU26920,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptostreptococcaceae,,
OTU26925,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:Unknown_Family,g:Blastocatella,
OTU26922,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
OTU26926,k:Bacteria,p:Planctomycetes,c:OM190,,,,
OTU26924,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:[Eubacterium]_coprostanoligenes_group,
OTU26927,k:Bacteria,p:Parcubacteria,,,,,
OTU26928,k:Bacteria,p:Microgenomates,,,,,
OTU26931,k:Bacteria,,,,,,
OTU26929,k:Bacteria,p:Parcubacteria,,,,,
OTU26930,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiales_Incertae_Sedis,g:Bauldia,
OTU26932,k:Bacteria,,,,,,
OTU26934,k:Bacteria,,,,,,
OTU26940,k:Bacteria,,,,,,
OTU26933,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
OTU26935,k:Bacteria,p:Armatimonadetes,,,,,
OTU26938,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU26937,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,,,
OTU26936,k:Bacteria,p:Proteobacteria,,,,,
OTU26939,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,,
OTU26941,k:Bacteria,p:Parcubacteria,,,,,
OTU26944,k:Bacteria,,,,,,
OTU26943,k:Bacteria,,,,,,
OTU26942,k:Bacteria,p:Planctomycetes,c:vadinHA49,,,,
OTU26946,k:Bacteria,,,,,,
OTU26948,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfobacterales,f:Nitrospinaceae,g:Candidatus_Entotheonella,
OTU26945,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
OTU26949,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU26947,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU26952,k:Bacteria,,,,,,
OTU26951,k:Bacteria,p:WCHB1-60,,,,,
OTU26954,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU26955,k:Bacteria,p:Proteobacteria,,,,,
OTU26950,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,
OTU26953,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,,,
OTU26956,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU26959,k:Bacteria,,,,,,
OTU26957,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Terrimonas,
OTU26960,k:Bacteria,p:Parcubacteria,,,,,
OTU26964,k:Bacteria,,,,,,
OTU26958,k:Bacteria,p:Firmicutes,c:Bacilli,,,,
