otu,lca_tax_slv
OTU17407,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU17413,Unclassified;
OTU17415,Unclassified;
OTU17422,Unclassified;
OTU17425,Unclassified;
OTU17442,Unclassified;
OTU17451,Unclassified;
OTU17465,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Ovatusbacter;
OTU17475,Unclassified;
OTU17487,Unclassified;
OTU17501,Unclassified;
OTU17504,Unclassified;
OTU17507,Bacteria;Proteobacteria;
OTU17520,Unclassified;
OTU17521,Unclassified;
OTU17522,Unclassified;
OTU17529,Unclassified;
OTU17530,Unclassified;
OTU17533,Bacteria;BRC1;
OTU17535,Unclassified;
OTU17538,Bacteria;
OTU17539,Unclassified;
OTU17540,Unclassified;
OTU17543,Unclassified;
OTU17544,Unclassified;
OTU17549,Unclassified;
OTU17550,Unclassified;
OTU17559,Unclassified;
OTU17563,Unclassified;
OTU17567,Bacteria;Patescibacteria;Gracilibacteria;
OTU17572,Unclassified;
OTU17585,Unclassified;
OTU17587,Unclassified;
OTU17590,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;
OTU17602,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;
OTU17620,Unclassified;
OTU17635,Unclassified;
OTU17640,Unclassified;
OTU17650,Unclassified;
OTU17657,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU17659,Unclassified;
OTU17661,Unclassified;
OTU17670,Unclassified;
OTU17671,Unclassified;
OTU17674,Unclassified;
OTU17680,Unclassified;
OTU17683,Bacteria;Patescibacteria;Parcubacteria;
OTU17684,Unclassified;
OTU17700,Bacteria;Patescibacteria;Gracilibacteria;
OTU17702,Unclassified;
OTU17716,Unclassified;
OTU17717,Unclassified;
OTU17729,Unclassified;
OTU17732,Unclassified;
OTU17735,Unclassified;
OTU17750,Unclassified;
OTU17754,Bacteria;Patescibacteria;Kazania;
OTU17760,Unclassified;
OTU17761,Unclassified;
OTU17762,Unclassified;
OTU17764,Unclassified;
OTU17767,Unclassified;
OTU17774,Unclassified;
OTU17776,Unclassified;
OTU17783,Bacteria;
OTU17786,Unclassified;
OTU17799,Unclassified;
OTU17802,Unclassified;
OTU17803,Unclassified;
OTU17804,Unclassified;
OTU17808,Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;
OTU17812,Unclassified;
OTU17813,Unclassified;
OTU17816,Unclassified;
OTU17821,Unclassified;
OTU17822,Unclassified;
OTU17840,Unclassified;
OTU17843,Bacteria;Acidobacteria;
OTU17847,Unclassified;
OTU17860,Unclassified;
OTU17862,Unclassified;
OTU17864,Unclassified;
OTU17867,Unclassified;
OTU17870,Unclassified;
OTU17878,Unclassified;
OTU17885,Bacteria;Patescibacteria;uncultured;
OTU17887,Unclassified;
OTU17889,Unclassified;
OTU17890,Unclassified;
OTU17892,Unclassified;
OTU17893,Unclassified;
OTU17895,Bacteria;Chloroflexi;JG30-KF-CM66;
OTU17899,Unclassified;
OTU17900,Bacteria;BRC1;
OTU17907,Unclassified;
OTU17909,Unclassified;
OTU17910,Unclassified;
OTU17915,Bacteria;
OTU17918,Unclassified;
OTU17919,Unclassified;
OTU17920,Unclassified;
OTU17929,Unclassified;
OTU17930,Unclassified;
OTU17932,Unclassified;
OTU17936,Unclassified;
OTU17937,Unclassified;
OTU17938,Unclassified;
OTU17945,Unclassified;
OTU17946,Unclassified;
OTU17948,Unclassified;
OTU17949,Unclassified;
OTU17951,Unclassified;
OTU17963,Unclassified;
OTU17964,Unclassified;
OTU17973,Unclassified;
OTU17982,Unclassified;
OTU17992,Unclassified;
OTU17996,Unclassified;
OTU17999,Unclassified;
OTU18001,Unclassified;
OTU18020,Unclassified;
OTU18021,Unclassified;
OTU18025,Unclassified;
OTU18028,Unclassified;
OTU18038,Unclassified;
OTU18045,Bacteria;Patescibacteria;Parcubacteria;
OTU18048,Unclassified;
OTU18049,Unclassified;
OTU18054,Unclassified;
OTU18055,Unclassified;
OTU18060,Unclassified;
OTU18063,Unclassified;
OTU18068,Unclassified;
OTU18069,Unclassified;
OTU18085,Unclassified;
OTU18094,Unclassified;
OTU18097,Unclassified;
OTU18099,Unclassified;
OTU18109,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;
OTU18116,Unclassified;
OTU18121,Unclassified;
OTU18123,Unclassified;
OTU18129,Unclassified;
OTU18130,Unclassified;
OTU18140,Unclassified;
OTU18153,Unclassified;
OTU18163,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU18164,Unclassified;
OTU18167,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;bacteriap25;
OTU18168,Bacteria;Patescibacteria;Parcubacteria;Candidatus Liptonbacteria;
OTU18172,Unclassified;
OTU18174,Unclassified;
OTU18177,Unclassified;
OTU18181,Unclassified;
OTU18189,Unclassified;
OTU18193,Unclassified;
OTU11779,Unclassified;
OTU11786,Unclassified;
OTU11792,Unclassified;
OTU11799,Unclassified;
OTU11805,Unclassified;
OTU11806,Unclassified;
OTU11808,Bacteria;Verrucomicrobia;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;uncultured;
OTU11809,Unclassified;
OTU11819,Bacteria;Patescibacteria;WS6 (Dojkabacteria);
OTU11826,Unclassified;
OTU11832,Unclassified;
OTU11839,Unclassified;
OTU11841,Unclassified;
OTU11853,Unclassified;
OTU11879,Unclassified;
OTU11881,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;
OTU11887,Unclassified;
OTU11890,Unclassified;
OTU11895,Unclassified;
OTU11899,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;
OTU11901,Bacteria;Armatimonadetes;uncultured;
OTU11902,Unclassified;
OTU11908,Unclassified;
OTU11919,Unclassified;
OTU11922,Unclassified;
OTU11923,Bacteria;Patescibacteria;Parcubacteria;Candidatus Ryanbacteria;
OTU11933,Unclassified;
OTU11939,Unclassified;
OTU11942,Unclassified;
OTU11945,Unclassified;
OTU11968,Unclassified;
OTU11976,Unclassified;
OTU11981,Unclassified;
OTU11990,Unclassified;
OTU11993,Unclassified;
OTU12000,Unclassified;
OTU12004,Unclassified;
OTU12019,Unclassified;
OTU12022,Unclassified;
OTU12023,Unclassified;
OTU12024,Unclassified;
OTU12039,Unclassified;
OTU12042,Unclassified;
OTU12055,Unclassified;
OTU12058,Unclassified;
OTU12059,Unclassified;
OTU12062,Unclassified;
OTU12074,Unclassified;
OTU12086,Unclassified;
OTU12087,Unclassified;
OTU12092,Bacteria;Patescibacteria;Parcubacteria;
OTU12093,Unclassified;
OTU12096,Unclassified;
OTU12103,Unclassified;
OTU12106,Unclassified;
OTU12116,Unclassified;
OTU12122,Unclassified;
OTU12123,Unclassified;
OTU12134,Unclassified;
OTU12136,Unclassified;
OTU12137,Unclassified;
OTU12143,Unclassified;
OTU12150,Unclassified;
OTU12158,Unclassified;
OTU12159,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;
OTU12174,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU12178,Unclassified;
OTU12189,Unclassified;
OTU12192,Unclassified;
OTU12196,Unclassified;
OTU12197,Unclassified;
OTU12202,Unclassified;
OTU12208,Unclassified;
OTU12214,Unclassified;
OTU12224,Unclassified;
OTU12226,Unclassified;
OTU12227,Unclassified;
OTU12243,Unclassified;
OTU12246,Unclassified;
OTU12248,Unclassified;
OTU12269,Unclassified;
OTU12282,Unclassified;
OTU12290,Unclassified;
OTU12310,Unclassified;
OTU12322,Unclassified;
OTU12332,Unclassified;
OTU12335,Unclassified;
OTU12343,Unclassified;
OTU12346,Unclassified;
OTU12347,Unclassified;
OTU12361,Unclassified;
OTU12364,Unclassified;
OTU12400,Unclassified;
OTU12402,Bacteria;Patescibacteria;Berkelbacteria;
OTU12407,Unclassified;
OTU12424,Unclassified;
OTU12428,Unclassified;
OTU12432,Unclassified;
OTU12435,Unclassified;
OTU12447,Unclassified;
OTU12454,Unclassified;
OTU12462,Unclassified;
OTU12472,Unclassified;
OTU12475,Unclassified;
OTU12476,Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;
OTU12479,Unclassified;
OTU12485,Unclassified;
OTU12498,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured;
OTU12499,Unclassified;
OTU12502,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;
OTU12504,Unclassified;
OTU12511,Unclassified;
OTU12527,Unclassified;
OTU12529,Unclassified;
OTU12532,Unclassified;
OTU12537,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU12549,Unclassified;
OTU12552,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU12553,Unclassified;
OTU12568,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;
OTU12579,Unclassified;
OTU12589,Unclassified;
OTU12590,Unclassified;
OTU12591,Unclassified;
OTU12595,Unclassified;
OTU12599,Unclassified;
OTU12600,Unclassified;
OTU12605,Unclassified;
OTU12617,Bacteria;Armatimonadetes;uncultured;
OTU12619,Unclassified;
OTU12637,Unclassified;
OTU12641,Unclassified;
OTU12647,Unclassified;
OTU12655,Unclassified;
OTU12657,Unclassified;
OTU12667,Unclassified;
OTU12668,Unclassified;
OTU12677,Unclassified;
OTU12687,Unclassified;
OTU12691,Unclassified;
OTU12705,Unclassified;
OTU12708,Unclassified;
