otu,lca_tax_slv
OTU29415,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;
OTU29425,Unclassified;
OTU29432,Unclassified;
OTU29443,Unclassified;
OTU29457,Unclassified;
OTU29460,Unclassified;
OTU29462,Unclassified;
OTU29474,Unclassified;
OTU29477,Unclassified;
OTU29481,Unclassified;
OTU29483,Unclassified;
OTU29484,Unclassified;
OTU29489,Unclassified;
OTU29491,Unclassified;
OTU29494,Bacteria;Chloroflexi;SHA-26;
OTU29498,Unclassified;
OTU29499,Unclassified;
OTU29503,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG-004;
OTU29512,Unclassified;
OTU29518,Unclassified;
OTU29531,Bacteria;Proteobacteria;Deltaproteobacteria;
OTU29534,Unclassified;
OTU29537,Unclassified;
OTU29543,Unclassified;
OTU29546,Unclassified;
OTU29560,Unclassified;
OTU29562,Unclassified;
OTU29563,Unclassified;
OTU29568,Unclassified;
OTU29569,Unclassified;
OTU29572,Unclassified;
OTU29578,Unclassified;
OTU29588,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU29592,Unclassified;
OTU29594,Unclassified;
OTU29598,Unclassified;
OTU29604,Unclassified;
OTU29607,Bacteria;Patescibacteria;ABY1;Candidatus Kerfeldbacteria;
OTU29615,Unclassified;
OTU29622,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
OTU29623,Unclassified;
OTU29628,Unclassified;
OTU29630,Unclassified;
OTU29638,Unclassified;
OTU29642,Bacteria;Proteobacteria;Gammaproteobacteria;
OTU29643,Unclassified;
OTU29644,Unclassified;
OTU29645,Unclassified;
OTU29647,Unclassified;
OTU29648,Unclassified;
OTU29650,Bacteria;Patescibacteria;Kazania;
OTU29653,Unclassified;
OTU29660,Unclassified;
OTU29665,Unclassified;
OTU29669,Unclassified;
OTU29670,Unclassified;
OTU29671,Bacteria;Patescibacteria;Berkelbacteria;
OTU29673,Unclassified;
OTU29676,Unclassified;
OTU29677,Unclassified;
OTU29680,Unclassified;
OTU29683,Unclassified;
OTU29687,Unclassified;
OTU29691,Unclassified;
OTU29701,Unclassified;
OTU29706,Unclassified;
OTU29709,Unclassified;
OTU29714,Bacteria;Patescibacteria;Microgenomatia;Candidatus Curtissbacteria;
OTU29727,Bacteria;Patescibacteria;Parcubacteria;Candidatus Yanofskybacteria;
OTU29731,Unclassified;
OTU29732,Unclassified;
OTU29756,Unclassified;
OTU29758,Unclassified;
OTU29759,Unclassified;
OTU29762,Unclassified;
OTU29772,Unclassified;
OTU29779,Unclassified;
OTU29784,Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas;
OTU29786,Unclassified;
OTU29793,Unclassified;
OTU29798,Unclassified;
OTU29804,Unclassified;
OTU29809,Unclassified;
OTU29810,Unclassified;
OTU29812,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
OTU29814,Unclassified;
OTU29825,Unclassified;
OTU29829,Unclassified;
OTU29835,Unclassified;
OTU29838,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;
OTU29840,Unclassified;
OTU29842,Unclassified;
OTU29843,Unclassified;
OTU29844,Unclassified;
OTU29848,Unclassified;
OTU29851,Unclassified;
OTU29854,Unclassified;
OTU29863,Unclassified;
OTU29877,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
OTU29883,Unclassified;
OTU29885,Unclassified;
OTU29892,Unclassified;
OTU29893,Unclassified;
OTU29896,Unclassified;
OTU29897,Unclassified;
OTU29907,Unclassified;
OTU29909,Unclassified;
OTU29919,Unclassified;
OTU29929,Unclassified;
OTU29933,Unclassified;
OTU29934,Bacteria;Patescibacteria;Microgenomatia;Candidatus Roizmanbacteria;
OTU29944,Unclassified;
OTU29946,Unclassified;
OTU29950,Unclassified;
OTU29954,Unclassified;
OTU29956,Unclassified;
OTU29964,Unclassified;
OTU29968,Unclassified;
OTU29970,Unclassified;
OTU29975,Unclassified;
OTU29979,Unclassified;
OTU29980,Unclassified;
OTU29990,Unclassified;
OTU29993,Unclassified;
OTU30000,Unclassified;
OTU30001,Unclassified;
OTU30002,Unclassified;
OTU30020,Unclassified;
OTU30028,Unclassified;
OTU30041,Unclassified;
OTU30042,Unclassified;
OTU30051,Unclassified;
OTU30053,Bacteria;Chloroflexi;Ktedonobacteria;B10-SB3A;
OTU30056,Unclassified;
OTU30061,Unclassified;
OTU30062,Unclassified;
OTU30070,Unclassified;
OTU30071,Unclassified;
OTU30083,Unclassified;
OTU30085,Unclassified;
OTU30087,Unclassified;
OTU30094,Unclassified;
OTU30102,Unclassified;
OTU30103,Unclassified;
OTU30105,Unclassified;
OTU30109,Unclassified;
OTU30118,Unclassified;
OTU30119,Unclassified;
OTU30122,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU30136,Unclassified;
OTU30143,Unclassified;
OTU30160,Unclassified;
OTU30167,Bacteria;WPS-2;
OTU30169,Unclassified;
OTU30175,Unclassified;
OTU22837,Unclassified;
OTU22839,Unclassified;
OTU22847,Unclassified;
OTU22855,Unclassified;
OTU22862,Unclassified;
OTU22867,Unclassified;
OTU22868,Unclassified;
OTU22869,Unclassified;
OTU22878,Bacteria;Patescibacteria;Berkelbacteria;
OTU22893,Unclassified;
OTU22895,Bacteria;Chloroflexi;Chloroflexia;Elev-1554;
OTU22900,Unclassified;
OTU22901,Unclassified;
OTU22905,Unclassified;
OTU22907,Bacteria;Patescibacteria;ABY1;Candidatus Uhrbacteria;
OTU22926,Unclassified;
OTU22929,Unclassified;
OTU22932,Unclassified;
OTU22934,Unclassified;
OTU22954,Unclassified;
OTU22956,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
OTU22964,Unclassified;
OTU22974,Unclassified;
OTU22981,Unclassified;
OTU22995,Unclassified;
OTU22996,Unclassified;
OTU22997,Unclassified;
OTU23003,Unclassified;
OTU23010,Unclassified;
OTU23028,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Berkiella;
OTU23032,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
OTU23035,Unclassified;
OTU23036,Bacteria;Patescibacteria;Gracilibacteria;
OTU23040,Unclassified;
OTU23042,Unclassified;
OTU23058,Bacteria;Chloroflexi;SHA-26;
OTU23066,Unclassified;
OTU23067,Unclassified;
OTU23072,Unclassified;
OTU23102,Unclassified;
OTU23103,Unclassified;
OTU23105,Unclassified;
OTU23122,Unclassified;
OTU23124,Unclassified;
OTU23126,Unclassified;
OTU23132,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured;
OTU23136,Unclassified;
OTU23137,Unclassified;
OTU23140,Unclassified;
OTU23142,Unclassified;
OTU23143,Unclassified;
OTU23151,Unclassified;
OTU23156,Unclassified;
OTU23170,Unclassified;
OTU23179,Unclassified;
OTU23182,Bacteria;
OTU23184,Unclassified;
OTU23186,Unclassified;
OTU23191,Unclassified;
OTU23201,Unclassified;
OTU23204,Unclassified;
OTU23205,Bacteria;Patescibacteria;Gracilibacteria;
OTU23207,Unclassified;
OTU23208,Bacteria;
OTU23210,Unclassified;
OTU23211,Unclassified;
OTU23215,Unclassified;
OTU23220,Unclassified;
OTU23221,Unclassified;
OTU23222,Unclassified;
OTU23226,Unclassified;
OTU23231,Unclassified;
OTU23232,Unclassified;
OTU23236,Unclassified;
OTU23240,Unclassified;
OTU23242,Unclassified;
OTU23247,Unclassified;
OTU23254,Unclassified;
OTU23261,Unclassified;
OTU23266,Unclassified;
OTU23268,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;
OTU23271,Unclassified;
OTU23273,Unclassified;
OTU23281,Unclassified;
OTU23309,Unclassified;
OTU23312,Unclassified;
OTU23313,Unclassified;
OTU23321,Unclassified;
OTU23325,Unclassified;
OTU23329,Unclassified;
OTU23335,Unclassified;
OTU23336,Unclassified;
OTU23342,Unclassified;
OTU23352,Unclassified;
OTU23356,Unclassified;
OTU23358,Unclassified;
OTU23363,Unclassified;
OTU23364,Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;
OTU23365,Unclassified;
OTU23368,Unclassified;
OTU23370,Unclassified;
OTU23376,Unclassified;
OTU23378,Unclassified;
OTU23380,Unclassified;
OTU23384,Unclassified;
OTU23386,Unclassified;
OTU23389,Bacteria;Proteobacteria;Deltaproteobacteria;
OTU23396,Unclassified;
OTU23397,Unclassified;
OTU23405,Unclassified;
OTU23407,Unclassified;
OTU23408,Unclassified;
OTU23426,Unclassified;
OTU23432,Unclassified;
OTU23434,Unclassified;
OTU23443,Unclassified;
OTU23453,Unclassified;
OTU23455,Unclassified;
OTU23462,Unclassified;
OTU23467,Unclassified;
OTU23471,Unclassified;
OTU23480,Bacteria;Acidobacteria;
OTU23483,Unclassified;
OTU23486,Unclassified;
OTU23488,Unclassified;
OTU23491,Unclassified;
OTU23492,Unclassified;
OTU23497,Unclassified;
OTU23503,Unclassified;
OTU23506,Unclassified;
OTU23509,Unclassified;
OTU23512,Bacteria;Latescibacteria;
OTU23523,Unclassified;
OTU23524,Unclassified;
OTU23527,Unclassified;
OTU23539,Unclassified;
OTU23541,Unclassified;
OTU23545,Unclassified;
OTU23550,Unclassified;
OTU23552,Unclassified;
OTU23553,Unclassified;
OTU23557,Unclassified;
OTU23560,Unclassified;
OTU23588,Unclassified;
OTU23589,Unclassified;
OTU23591,Unclassified;
OTU23593,Unclassified;
OTU23601,Unclassified;
OTU23602,Unclassified;
OTU23617,Unclassified;
OTU23626,Unclassified;
OTU23629,Unclassified;
OTU23638,Unclassified;
OTU23639,Unclassified;
OTU23645,Unclassified;
OTU23648,Unclassified;
OTU23669,Bacteria;
OTU23674,Unclassified;
OTU23686,Unclassified;
OTU23687,Bacteria;Patescibacteria;Berkelbacteria;
OTU23702,Unclassified;
OTU23703,Unclassified;
OTU23704,Unclassified;
OTU23705,Bacteria;Patescibacteria;Parcubacteria;Candidatus Ryanbacteria;
OTU23706,Unclassified;
OTU23708,Unclassified;
OTU23710,Unclassified;
OTU23728,Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);11-24;
OTU23733,Unclassified;
OTU23734,Unclassified;
OTU23735,Unclassified;
OTU23738,Unclassified;
OTU23744,Bacteria;Patescibacteria;Parcubacteria;Candidatus Moranbacteria;
OTU23748,Unclassified;
OTU23758,Unclassified;
OTU23760,Bacteria;Verrucomicrobia;Verrucomicrobiae;
OTU23761,Unclassified;
OTU23775,Unclassified;
OTU23781,Unclassified;
OTU23783,Unclassified;
OTU23788,Unclassified;
OTU23790,Unclassified;
OTU23798,Bacteria;Patescibacteria;Parcubacteria;Candidatus Vogelbacteria;
OTU23806,Unclassified;
OTU23807,Unclassified;
OTU23819,Unclassified;
OTU23824,Unclassified;
OTU23825,Unclassified;
OTU23833,Unclassified;
OTU23839,Unclassified;
OTU23844,Unclassified;
OTU23847,Unclassified;
OTU23856,Unclassified;
OTU23858,Unclassified;
OTU23872,Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;
OTU23876,Unclassified;
OTU23877,Unclassified;
OTU23879,Unclassified;
OTU23884,Unclassified;
OTU23887,Unclassified;
OTU23892,Unclassified;
OTU23893,Unclassified;
OTU23894,Unclassified;
OTU23903,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;
OTU23910,Unclassified;
OTU23911,Unclassified;
OTU23916,Unclassified;
OTU23939,Unclassified;
OTU23948,Archaea;Diapherotrites;Micrarchaeia;
OTU23952,Unclassified;
OTU23961,Unclassified;
OTU23962,Unclassified;
OTU23965,Unclassified;
OTU23971,Unclassified;
OTU23973,Unclassified;
OTU23980,Unclassified;
OTU23983,Unclassified;
OTU23987,Unclassified;
OTU23998,Unclassified;
OTU23999,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU24006,Unclassified;
OTU24009,Bacteria;
OTU24012,Unclassified;
OTU24018,Unclassified;
OTU24022,Unclassified;
OTU24029,Unclassified;
OTU24030,Unclassified;
OTU24036,Unclassified;
OTU24038,Unclassified;
OTU24039,Unclassified;
OTU24041,Unclassified;
OTU24047,Unclassified;
OTU24048,Unclassified;
OTU24049,Unclassified;
OTU24057,Unclassified;
OTU24066,Unclassified;
OTU24067,Unclassified;
OTU24068,Unclassified;
OTU24077,Unclassified;
OTU24081,Unclassified;
OTU24090,Unclassified;
OTU24094,Unclassified;
OTU24098,Unclassified;
OTU24105,Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;
OTU24109,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;Parachlamydia;
OTU24117,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;
OTU24132,Unclassified;
OTU24136,Unclassified;
OTU24147,Unclassified;
OTU24165,Unclassified;
OTU24167,Unclassified;
OTU24173,Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;
OTU24174,Unclassified;
OTU24180,Unclassified;
OTU24182,Unclassified;
OTU24190,Unclassified;
OTU24195,Bacteria;
OTU24198,Unclassified;
OTU24200,Unclassified;
OTU24201,Unclassified;
OTU24202,Unclassified;
OTU24203,Unclassified;
OTU24206,Unclassified;
OTU24221,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Ovatusbacter;
OTU24233,Unclassified;
OTU24237,Unclassified;
OTU24240,Unclassified;
OTU24242,Unclassified;
OTU24253,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
OTU24255,Unclassified;
OTU24258,Unclassified;
OTU24267,Unclassified;
OTU24269,Unclassified;
OTU24273,Unclassified;
OTU24274,Unclassified;
OTU24277,Unclassified;
OTU24279,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;
OTU24287,Unclassified;
OTU24292,Unclassified;
OTU24293,Unclassified;
OTU24296,Unclassified;
OTU24307,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU24311,Unclassified;
OTU24317,Unclassified;
OTU24320,Unclassified;
OTU24325,Unclassified;
OTU24329,Unclassified;
OTU24334,Unclassified;
OTU24336,Unclassified;
OTU24338,Unclassified;
OTU24344,Unclassified;
OTU24351,Unclassified;
OTU24356,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
OTU24363,Unclassified;
OTU24372,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
OTU24374,Unclassified;
OTU24376,Unclassified;
OTU24377,Unclassified;
OTU24394,Unclassified;
OTU24396,Unclassified;
OTU24400,Unclassified;
OTU24402,Unclassified;
OTU24410,Unclassified;
OTU24412,Unclassified;
OTU24415,Unclassified;
OTU24417,Unclassified;
OTU24418,Unclassified;
OTU24421,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;
OTU24423,Unclassified;
OTU24425,Unclassified;
OTU24427,Unclassified;
OTU24434,Unclassified;
OTU24436,Unclassified;
OTU24437,Unclassified;
OTU24452,Unclassified;
OTU24456,Unclassified;
OTU24461,Unclassified;
OTU24463,Unclassified;
OTU24465,Unclassified;
OTU24466,Unclassified;
OTU24472,Unclassified;
OTU24476,Unclassified;
OTU24477,Unclassified;
OTU24480,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
OTU24486,Unclassified;
OTU24493,Unclassified;
OTU24502,Unclassified;
OTU24506,Unclassified;
OTU24517,Unclassified;
OTU24519,Unclassified;
OTU24522,Bacteria;
OTU24532,Unclassified;
OTU24533,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
OTU24537,Unclassified;
OTU24544,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
OTU24546,Unclassified;
OTU24555,Unclassified;
OTU24566,Unclassified;
OTU24567,Unclassified;
OTU24568,Unclassified;
OTU24572,Unclassified;
OTU24578,Unclassified;
OTU24584,Unclassified;
OTU24585,Unclassified;
OTU24590,Unclassified;
OTU24608,Unclassified;
OTU24609,Unclassified;
OTU24610,Unclassified;
OTU24612,Unclassified;
OTU24614,Unclassified;
OTU24628,Unclassified;
OTU24629,Unclassified;
OTU24630,Unclassified;
OTU24632,Unclassified;
OTU24634,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;
OTU24635,Unclassified;
OTU24637,Unclassified;
OTU24645,Unclassified;
OTU24656,Unclassified;
OTU24664,Unclassified;
OTU24665,Bacteria;
OTU24704,Unclassified;
OTU24708,Unclassified;
OTU24712,Unclassified;
OTU24718,Unclassified;
OTU24726,Unclassified;
OTU24728,Unclassified;
OTU24742,Unclassified;
OTU24747,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU24753,Unclassified;
OTU24774,Unclassified;
OTU24783,Unclassified;
OTU24790,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;uncultured;
OTU24791,Unclassified;
OTU24792,Unclassified;
OTU24794,Unclassified;
OTU24797,Unclassified;
OTU24800,Unclassified;
OTU24811,Bacteria;Dependentiae;Babeliae;Babeliales;
OTU24820,Unclassified;
OTU24826,Unclassified;
OTU24829,Unclassified;
OTU24831,Unclassified;
OTU24839,Unclassified;
OTU24858,Unclassified;
OTU24863,Unclassified;
OTU24870,Unclassified;
OTU24872,Unclassified;
OTU24875,Unclassified;
OTU24890,Unclassified;
OTU24897,Unclassified;
OTU24898,Unclassified;
OTU24903,Unclassified;
OTU24904,Unclassified;
OTU24909,Unclassified;
OTU24916,Unclassified;
OTU24922,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Filobasidiales;Filobasidiaceae;
OTU24923,Unclassified;
OTU24926,Unclassified;
OTU24930,Unclassified;
OTU24935,Unclassified;
OTU24938,Unclassified;
OTU24939,Unclassified;
OTU24942,Unclassified;
OTU24944,Bacteria;Armatimonadetes;uncultured;
OTU24946,Unclassified;
OTU24947,Unclassified;
OTU24948,Unclassified;
OTU24949,Unclassified;
OTU24955,Unclassified;
OTU24961,Unclassified;
OTU24968,Unclassified;
OTU24970,Unclassified;
OTU24972,Unclassified;
OTU24974,Unclassified;
OTU24979,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU24987,Unclassified;
OTU24988,Unclassified;
OTU24994,Unclassified;
OTU25004,Unclassified;
OTU25007,Unclassified;
OTU25016,Unclassified;
OTU25018,Unclassified;
OTU25034,Unclassified;
OTU25038,Unclassified;
OTU25046,Unclassified;
OTU25047,Unclassified;
OTU25050,Unclassified;
OTU25053,Unclassified;
OTU25054,Unclassified;
OTU25057,Unclassified;
OTU25058,Unclassified;
OTU25071,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;
OTU25072,Unclassified;
OTU25074,Unclassified;
OTU25078,Unclassified;
OTU25081,Unclassified;
OTU25082,Unclassified;
OTU25092,Unclassified;
OTU25094,Unclassified;
OTU25095,Unclassified;
OTU25106,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;
OTU25112,Unclassified;
OTU25122,Unclassified;
OTU25128,Unclassified;
OTU25134,Unclassified;
OTU25139,Unclassified;
OTU25155,Unclassified;
OTU25156,Unclassified;
OTU25163,Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;
OTU25175,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Phyllopharyngea;Cyrtophoria;
OTU25180,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;
OTU25195,Unclassified;
OTU25197,Unclassified;
OTU25205,Unclassified;
OTU25215,Unclassified;
OTU25220,Unclassified;
OTU25224,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
OTU25236,Unclassified;
OTU25237,Unclassified;
OTU25240,Unclassified;
OTU25243,Unclassified;
OTU25246,Unclassified;
OTU25247,Unclassified;
OTU25257,Unclassified;
OTU25261,Unclassified;
OTU25262,Unclassified;
OTU25269,Unclassified;
OTU25271,Unclassified;
OTU25277,Unclassified;
OTU25285,Unclassified;
OTU25287,Unclassified;
OTU25290,Unclassified;
OTU25291,Unclassified;
OTU25292,Unclassified;
OTU25312,Unclassified;
OTU25317,Unclassified;
OTU25320,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;
OTU25322,Unclassified;
OTU25327,Unclassified;
OTU25335,Unclassified;
OTU25344,Unclassified;
OTU25350,Unclassified;
OTU25354,Unclassified;
OTU25356,Unclassified;
OTU25358,Unclassified;
OTU25368,Unclassified;
OTU25373,Unclassified;
OTU25380,Bacteria;Proteobacteria;
OTU25385,Unclassified;
OTU25386,Unclassified;
OTU25388,Unclassified;
OTU25390,Unclassified;
OTU25402,Unclassified;
OTU25403,Unclassified;
OTU25407,Unclassified;
OTU25415,Unclassified;
OTU25418,Unclassified;
OTU25419,Unclassified;
OTU25424,Unclassified;
OTU25426,Unclassified;
OTU25427,Unclassified;
OTU25430,Unclassified;
OTU25435,Unclassified;
OTU25439,Unclassified;
OTU25440,Unclassified;
OTU25454,Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;
OTU25457,Unclassified;
OTU25469,Bacteria;Patescibacteria;Berkelbacteria;
OTU25475,Unclassified;
OTU25484,Unclassified;
OTU25488,Unclassified;
OTU25490,Unclassified;
OTU25501,Unclassified;
OTU25507,Unclassified;
OTU25509,Unclassified;
OTU25517,Unclassified;
OTU25521,Unclassified;
OTU25527,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
OTU25529,Unclassified;
OTU25548,Unclassified;
OTU25552,Unclassified;
OTU25554,Unclassified;
OTU25555,Unclassified;
OTU25556,Unclassified;
OTU25561,Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;uncultured;
OTU25563,Bacteria;
OTU25566,Unclassified;
OTU25567,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
OTU25571,Unclassified;
OTU25578,Bacteria;Tenericutes;Mollicutes;Mollicutes RF39;
OTU25598,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;uncultured;
OTU25603,Unclassified;
OTU25608,Unclassified;
OTU25621,Unclassified;
OTU25622,Unclassified;
OTU25623,Unclassified;
OTU25629,Unclassified;
OTU25632,Bacteria;Patescibacteria;Berkelbacteria;
OTU25656,Unclassified;
OTU25663,Unclassified;
OTU25664,Unclassified;
OTU25670,Unclassified;
OTU25679,Unclassified;
OTU25686,Unclassified;
OTU25687,Unclassified;
OTU25698,Unclassified;
OTU25703,Unclassified;
OTU25726,Unclassified;
OTU25730,Unclassified;
OTU25731,Unclassified;
OTU25735,Unclassified;
OTU25736,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;
OTU25743,Unclassified;
OTU25750,Unclassified;
OTU25756,Unclassified;
OTU25768,Unclassified;
OTU25769,Bacteria;Chloroflexi;Chloroflexia;Elev-1554;
OTU25770,Bacteria;Acidobacteria;Subgroup 5;
OTU25771,Unclassified;
OTU25780,Unclassified;
OTU25789,Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;uncultured;
OTU25793,Unclassified;
OTU25797,Unclassified;
OTU25799,Unclassified;
OTU25800,Unclassified;
OTU25803,Unclassified;
OTU25811,Unclassified;
OTU25812,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;
OTU25816,Unclassified;
OTU25821,Unclassified;
OTU25823,Unclassified;
OTU25825,Unclassified;
OTU25832,Unclassified;
OTU25833,Unclassified;
OTU25834,Unclassified;
OTU25838,Unclassified;
OTU25844,Unclassified;
OTU25845,Unclassified;
OTU25848,Unclassified;
OTU25854,Unclassified;
OTU25862,Unclassified;
OTU25869,Unclassified;
OTU25870,Unclassified;
OTU25875,Unclassified;
OTU25880,Unclassified;
OTU25893,Unclassified;
OTU25894,Unclassified;
OTU25903,Unclassified;
OTU25912,Unclassified;
OTU25915,Bacteria;Planctomycetes;OM190;
OTU25920,Unclassified;
OTU25923,Unclassified;
OTU25937,Unclassified;
OTU25941,Unclassified;
OTU25948,Unclassified;
OTU25949,Unclassified;
OTU25950,Unclassified;
OTU25952,Unclassified;
OTU25953,Unclassified;
OTU25959,Unclassified;
OTU25960,Unclassified;
OTU25961,Unclassified;
OTU25963,Unclassified;
OTU25971,Unclassified;
OTU25981,Unclassified;
OTU25991,Unclassified;
OTU25992,Unclassified;
OTU25997,Unclassified;
OTU26004,Unclassified;
OTU26010,Unclassified;
OTU26013,Unclassified;
OTU26014,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;
OTU26015,Unclassified;
OTU26022,Unclassified;
OTU26023,Unclassified;
OTU26037,Unclassified;
OTU26044,Bacteria;WPS-2;
OTU26047,Unclassified;
OTU26049,Unclassified;
OTU26050,Unclassified;
OTU26059,Unclassified;
OTU26065,Unclassified;
OTU26067,Unclassified;
OTU26074,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;
OTU26076,Unclassified;
OTU26077,Unclassified;
OTU26080,Unclassified;
OTU26095,Unclassified;
OTU26099,Unclassified;
OTU26114,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;
OTU26125,Unclassified;
OTU26127,Unclassified;
OTU26135,Unclassified;
OTU26139,Unclassified;
OTU26140,Unclassified;
OTU26141,Unclassified;
OTU26152,Unclassified;
OTU26162,Unclassified;
OTU26164,Unclassified;
OTU26174,Unclassified;
OTU26176,Unclassified;
OTU26180,Unclassified;
OTU26183,Unclassified;
OTU26187,Bacteria;Chloroflexi;
OTU26196,Unclassified;
OTU26197,Unclassified;
OTU26199,Bacteria;Proteobacteria;Gammaproteobacteria;
OTU26210,Unclassified;
OTU26218,Unclassified;
OTU26225,Unclassified;
OTU26228,Unclassified;
OTU26231,Bacteria;Patescibacteria;Parcubacteria;
OTU26235,Unclassified;
OTU26237,Unclassified;
OTU26238,Unclassified;
OTU26264,Unclassified;
OTU26266,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU26268,Unclassified;
OTU26279,Unclassified;
OTU26280,Unclassified;
OTU26284,Unclassified;
OTU26285,Unclassified;
OTU26287,Unclassified;
OTU26288,Unclassified;
OTU26291,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;
OTU26293,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Rhynchogastremataceae;
OTU26301,Unclassified;
OTU26312,Unclassified;
OTU26327,Unclassified;
OTU26339,Unclassified;
OTU26340,Unclassified;
OTU26351,Bacteria;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;
OTU26354,Unclassified;
OTU26355,Unclassified;
OTU26379,Unclassified;
OTU26387,Bacteria;Spirochaetes;
OTU26415,Unclassified;
OTU26418,Unclassified;
OTU26426,Unclassified;
OTU26433,Unclassified;
OTU26436,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU26455,Unclassified;
OTU26456,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;uncultured;
OTU26480,Unclassified;
OTU26486,Unclassified;
OTU26487,Unclassified;
